sample,timestamp,voltage_setpoint_V,voltage_readback_V,centroid_x_um,centroid_y_um,peak_x_um,peak_y_um,peak_intensity_counts,total_power_mW
183,2026-06-25T15:56:40.216676,86.25,86.26,-480.73166608199244,96.77046832977794,-554.6999835968018,-1418.99995803833,255.0,0.0008346910647506104
184,2026-06-25T15:56:42.624145,90.0,90.01,-474.3383557241759,96.36458760447567,-554.6999835968018,-1418.99995803833,255.0,0.0008348289110904882
185,2026-06-25T15:56:44.826615,93.75,93.76,-467.7486006700201,96.64094868028769,-554.6999835968018,-1418.99995803833,255.0,0.0008346958303345957
186,2026-06-25T15:56:47.654794,97.5,93.76,-461.73125160479685,96.34451009042095,-393.44998836517334,-1418.99995803833,255.0,0.0008348072794410167
187,2026-06-25T15:56:50.573483,101.25,97.52,-455.1607867112034,96.30514241580386,-393.44998836517334,-1418.99995803833,255.0,0.0008349649466800922
188,2026-06-25T15:56:53.003846,105.0,101.26,-449.1658772205119,96.1783785035368,-554.6999835968018,-1418.99995803833,255.0,0.0008349803483322352
189,2026-06-25T15:56:55.372992,108.75,108.76,-443.3489096190897,96.2082979362458,-554.6999835968018,-1418.99995803833,255.0,0.0008348905093662079
190,2026-06-25T15:56:57.725370,112.5,108.76,-437.6964988975669,96.09806844731793,-393.44998836517334,-1418.99995803833,255.0,0.000835050759502855
191,2026-06-25T15:57:00.128415,116.25,112.51,-431.7334772233153,95.76265585958026,-393.44998836517334,-1418.99995803833,255.0,0.0008351409824925613
192,2026-06-25T15:57:02.041402,120.0,120.01,-426.49718282249523,96.05791341920849,-341.84998989105225,-1425.4499578475952,255.0,0.0008349939166897393
193,2026-06-25T15:57:04.403181,123.75,120.01,-421.15577673044754,95.74257834552554,-341.84998989105225,-1425.4499578475952,255.0,0.0008349873158396292
194,2026-06-25T15:57:06.456815,127.5,127.5,-415.66949759580893,95.51385215600021,-341.84998989105225,-1425.4499578475952,255.0,0.0008349972171343621
195,2026-06-25T15:57:08.506978,131.25,127.5,-410.74184576398693,95.77643454569625,-380.54998874664307,-1451.2499570846558,255.0,0.0008350122526582843
196,2026-06-25T15:57:10.894852,135.0,135.0,-405.2555666293483,95.21780724287964,-380.54998874664307,-1451.2499570846558,255.0,0.0008351971017078048
197,2026-06-25T15:57:12.823639,138.75,138.75,-400.6912784342421,95.53038657933939,-380.54998874664307,-1451.2499570846558,255.0,0.0008350789989841262
198,2026-06-25T15:57:14.914419,142.5,142.49,-396.0242406083853,95.78273337363498,-380.54998874664307,-1451.2499570846558,255.0,0.0008352499232375796
199,2026-06-25T15:57:16.969749,146.25,146.25,-391.2237463655765,95.494955672184,-380.54998874664307,-1451.2499570846558,255.0,0.0008352304815916005
200,2026-06-25T15:57:18.885192,150.0,146.25,-386.36616899457294,95.00640283018583,-380.54998874664307,-1451.2499570846558,255.0,0.0008353357653485693
201,2026-06-25T15:57:20.939816,146.25,150.0,-387.44405592558905,94.86428552481811,-380.54998874664307,-1451.2499570846558,255.0,0.0008352598276463158
202,2026-06-25T15:57:22.986684,142.5,146.25,-390.9469916130183,95.46857933019055,-380.54998874664307,-1451.2499570846558,255.0,0.0008354047389059758
203,2026-06-25T15:57:24.898625,138.75,142.5,-393.5334478353616,95.23040489875712,-380.54998874664307,-1451.2499570846558,255.0,0.0008354817905709527
204,2026-06-25T15:57:27.015000,135.0,135.0,-396.68522386520635,95.22607445454923,-380.54998874664307,-1451.2499570846558,255.0,0.000835380891021272
205,2026-06-25T15:57:29.158951,131.25,131.25,-400.69757726218086,96.09806844731793,-380.54998874664307,-1451.2499570846558,255.0,0.0008351516191783633
206,2026-06-25T15:57:31.191388,127.5,131.25,-403.92651393427514,95.94020407210337,-386.9999885559082,-1431.8999576568604,255.0,0.0008352117740198789
207,2026-06-25T15:57:33.028171,123.75,123.75,-407.8010804700898,95.20087914279429,-380.54998874664307,-1451.2499570846558,255.0,0.0008351006376744356
208,2026-06-25T15:57:34.846656,120.0,123.75,-411.6945434897207,95.13907189364545,-386.9999885559082,-1431.8999576568604,255.0,0.0008352084727271897
209,2026-06-25T15:57:36.928393,116.25,120.01,-415.6336730119074,95.62762473564362,-386.9999885559082,-1431.8999576568604,255.0,0.0008351021047245821
210,2026-06-25T15:57:38.783459,112.5,116.26,-420.1420591090573,95.82328207849059,-341.84998989105225,-1425.4499578475952,255.0,0.0008350496592826529
211,2026-06-25T15:57:42.656980,108.75,108.75,-424.25283169257455,95.79729941324331,-341.84998989105225,-1425.4499578475952,255.0,0.0008349466117503355
212,2026-06-25T15:57:45.304917,105.0,108.75,-428.6797267032671,95.72053244773997,-341.84998989105225,-1425.4499578475952,255.0,0.0008347959138837132
213,2026-06-25T15:57:50.522471,101.25,101.25,-433.17945191200124,95.88430197414709,-393.44998836517334,-1418.99995803833,255.0,0.0008347951806272655
214,2026-06-25T15:57:56.240312,97.5,97.51,-437.4146263473085,96.08232137747109,-554.6999835968018,-1418.99995803833,255.0,0.0008350602948053273
215,2026-06-25T15:58:02.268726,93.75,97.51,-442.9186209355248,96.26459371094825,-393.44998836517334,-1418.99995803833,255.0,0.000834739455021725
216,2026-06-25T15:58:07.817773,90.0,93.76,-448.25530290661845,95.80989706912078,-554.6999835968018,-1418.99995803833,255.0,0.0008347614515268897
217,2026-06-25T15:58:14.064381,86.25,90.01,-453.49907716561574,95.94335348607274,-554.6999835968018,-1418.99995803833,255.0,0.0008348806093368026
218,2026-06-25T15:58:20.742359,82.5,86.26,-459.00189072359353,96.19924337108387,-554.6999835968018,-1418.99995803833,255.0,0.0008348307443068851
219,2026-06-25T15:58:26.771190,78.75,82.51,-464.3826644902583,95.81107809935929,-554.6999835968018,-1418.99995803833,255.0,0.0008347779492861495
220,2026-06-25T15:58:33.385580,75.0,78.77,-469.7524153080303,96.20672322926112,-554.6999835968018,-1418.99995803833,255.0,0.0008347783159067247
221,2026-06-25T15:58:39.633857,71.25,75.02,-475.9429821415688,96.70157489919802,-554.6999835968018,-1418.99995803833,255.0,0.0008346379120041902
222,2026-06-25T15:58:44.213342,67.5,71.27,-481.9678110649693,96.24372884340119,-554.6999835968018,-1418.99995803833,255.0,0.0008345228204162793
223,2026-06-25T15:58:49.887621,63.75,67.52,-487.9107552251662,96.31774007168133,-393.44998836517334,-1418.99995803833,255.0,0.0008344989977072651
224,2026-06-25T15:58:56.067089,60.0,63.77,-494.2312353849411,96.27049886214081,-599.8499822616577,-1412.549958229065,255.0,0.0008348351440426615
225,2026-06-25T15:59:00.585940,56.25,60.02,-500.5922642495716,96.84881000226596,-606.2999820709229,-1412.549958229065,255.0,0.000834655873588123
226,2026-06-25T15:59:06.286036,52.5,52.52,-507.6512819851632,96.57638569391565,-606.2999820709229,-1412.549958229065,255.0,0.0008344154403503579
227,2026-06-25T15:59:12.595059,48.75,48.77,-514.811868321267,96.44568501418689,-606.2999820709229,-1412.549958229065,255.0,0.0008343165016689332
228,2026-06-25T15:59:17.785779,45.0,45.02,-521.9004118128214,97.06415118242148,-606.2999820709229,-1412.549958229065,255.0,0.0008343535106910922
229,2026-06-25T15:59:23.501430,41.25,41.27,-529.2637416732032,96.95510272373213,-606.2999820709229,-1412.549958229065,255.0,0.0008343201658553309
230,2026-06-25T15:59:29.093922,37.5,41.27,-536.8778436208959,97.02202777058119,-606.2999820709229,-1412.549958229065,255.0,0.0008342303979210486
231,2026-06-25T15:59:35.276708,33.75,37.52,-544.4029746239539,96.85432147671236,-335.3999900817871,-1444.7999572753906,255.0,0.000834536381338995
232,2026-06-25T15:59:40.820640,30.0,30.01,-552.78474622668,97.66096512961667,-386.9999885559082,-1451.2499570846558,255.0,0.0008343414184537852
233,2026-06-25T15:59:47.817354,26.25,30.01,-560.7696916692657,97.40310686087469,-335.3999900817871,-1444.7999572753906,255.0,0.0008343271278538223
234,2026-06-25T15:59:55.238394,22.5,26.26,-569.4616805479745,97.59758317348314,-335.3999900817871,-1444.7999572753906,255.0,0.0008343934529628119
235,2026-06-25T16:00:01.872231,18.75,22.51,-577.8088085970376,97.82670303975465,-335.3999900817871,-1444.7999572753906,255.0,0.000834393086511262
236,2026-06-25T16:00:08.384678,15.0,18.76,-586.8145578424446,97.57750565942843,-335.3999900817871,-1444.7999572753906,255.0,0.0008344136080459328
237,2026-06-25T16:00:15.538685,11.25,11.26,-596.4305060444167,98.08377395500429,-335.3999900817871,-1444.7999572753906,255.0,0.0008341743436613193
238,2026-06-25T16:00:20.923331,7.5,11.26,-605.6590763281565,98.07865615730407,-335.3999900817871,-1444.7999572753906,255.0,0.00083429341766467
239,2026-06-25T16:00:25.772395,3.75,7.51,-615.176999020332,98.17431960662361,-606.2999820709229,-1412.549958229065,255.0,0.0008343293263917305
