sample,timestamp,voltage_setpoint_V,voltage_readback_V,centroid_x_um,centroid_y_um,peak_x_um,peak_y_um,peak_intensity_counts,total_power_mW
56,2026-06-25T16:42:14.564062,90.0,93.93,-634.2852809259784,233.6388816407998,-690.1499795913696,-1257.7499628067017,255.0,0.0008339710411915139
57,2026-06-25T16:42:16.135081,86.25,86.42,-634.5494380226592,230.7914177357452,-632.0999813079834,-1264.1999626159668,255.0,0.0008338512807717852
58,2026-06-25T16:42:17.811433,82.5,86.42,-634.7691096470226,227.65302671527024,-632.0999813079834,-1270.649962425232,255.0,0.0008339743375930615
59,2026-06-25T16:42:19.476458,78.75,82.67,-635.0344477739418,223.7780665027094,-606.2999820709229,-1277.099962234497,255.0,0.0008338066039195095
60,2026-06-25T16:42:21.108054,75.0,75.16,-635.2249873190885,219.8566524341004,-612.749981880188,-1277.099962234497,255.0,0.0008339882558765743
61,2026-06-25T16:42:22.864422,71.25,75.16,-635.7749537334894,216.48126801243052,-722.3999786376953,-1277.099962234497,255.0,0.0008337710838681354
62,2026-06-25T16:42:24.435362,67.5,67.64,-635.8525080524851,212.4350584152853,-683.6999797821045,-1283.5499620437622,255.0,0.0008339417404170773
63,2026-06-25T16:42:25.992661,63.75,67.64,-636.5209711674834,208.6978850638843,-748.1999778747559,-1283.5499620437622,255.0,0.0008339157368420152
64,2026-06-25T16:42:27.566071,60.0,63.89,-636.6193903540261,204.1458008479094,-709.499979019165,-1289.9999618530273,255.0,0.000833847984856638
65,2026-06-25T16:42:29.262663,56.25,56.37,-636.8650446436368,199.88897419156274,-651.4499807357788,-1296.4499616622925,255.0,0.0008339714074577094
66,2026-06-25T16:42:30.819012,52.5,52.62,-637.3988703114446,195.56443513487466,-664.3499803543091,-1296.4499616622925,255.0,0.000833784632575198
67,2026-06-25T16:42:32.452179,48.75,52.62,-638.1448877454386,191.18281294999178,-696.5999794006348,-1302.8999614715576,255.0,0.0008338714227585359
68,2026-06-25T16:42:34.370476,45.0,48.86,-638.1708704106859,186.79922238137806,-722.3999786376953,-1309.3499612808228,255.0,0.0008339648146908081
69,2026-06-25T16:42:35.986490,41.25,41.35,-638.5224237450166,181.68457409512484,-651.4499807357788,-1315.799961090088,255.0,0.0008338369985669005
70,2026-06-25T16:42:37.713556,37.5,41.35,-638.8420892629074,177.11162501160288,-612.749981880188,-1322.249960899353,255.0,0.0008338205194036979
71,2026-06-25T16:42:39.377964,33.75,33.83,-639.3798516981769,171.6493601584807,-709.499979019165,-1328.6999607086182,255.0,0.0008339102432327212
72,2026-06-25T16:42:40.944860,30.0,30.07,-639.8408471679431,166.43117488798453,-709.499979019165,-1328.6999607086182,255.0,0.0008339095107542166
73,2026-06-25T16:42:42.450782,26.25,30.07,-640.4246697825147,161.33739146927837,-735.2999782562256,-1335.1499605178833,255.0,0.0008337787736478283
74,2026-06-25T16:42:44.049589,22.5,22.56,-640.7817345912918,156.22156215278665,-696.5999794006348,-1348.0499601364136,255.0,0.0008338205194036979
75,2026-06-25T16:42:45.849020,18.75,22.56,-641.2163537190645,150.48687299131416,-677.2499799728394,-1354.4999599456787,255.0,0.0008339582219760245
76,2026-06-25T16:42:47.527819,15.0,18.8,-641.6360131304828,144.40811035368824,-703.0499792098999,-1354.4999599456787,255.0,0.0008341292831639906
77,2026-06-25T16:42:49.287030,11.25,15.04,-642.3328209712054,138.21281939919572,-767.5499773025513,-1360.9499597549438,255.0,0.0008339867907831603
78,2026-06-25T16:42:50.980681,7.5,11.28,-642.9571922906325,131.9931204864406,-748.1999778747559,-1367.399959564209,255.0,0.0008339281891570676
79,2026-06-25T16:42:52.565385,3.75,3.77,-643.504009291064,125.59469233092386,-690.1499795913696,-1380.2999591827393,255.0,0.0008339966802136489
80,2026-06-25T16:42:54.259624,0.0,0.0,-644.1130272173905,118.5986628747196,-690.1499795913696,-1386.7499589920044,255.0,0.0008337985476927043
81,2026-06-25T16:42:55.817912,3.75,0.0,-644.0386223123642,118.25458939856617,-735.2999782562256,-1386.7499589920044,255.0,0.0008339150043586851
82,2026-06-25T16:42:57.388310,7.5,3.77,-643.504009291064,121.20677131810226,-735.2999782562256,-1380.2999591827393,255.0,0.0008338424916936755
83,2026-06-25T16:42:59.148433,11.25,7.52,-643.626049082377,124.79513485945063,-735.2999782562256,-1380.2999591827393,255.0,0.000833995947659221
84,2026-06-25T16:43:00.735171,15.0,11.28,-643.2941795853549,127.97919238248141,-709.499979019165,-1373.8499593734741,255.0,0.0008341369762473165
85,2026-06-25T16:43:02.407321,18.75,15.04,-643.1174187263241,131.38607094384497,-709.499979019165,-1373.8499593734741,255.0,0.0008341025410930027
86,2026-06-25T16:43:04.022429,22.5,18.8,-642.8847557693371,135.2570943889441,-625.6499814987183,-1367.399959564209,255.0,0.0008338018434124433
87,2026-06-25T16:43:05.667900,26.25,22.56,-642.454073409026,139.1462269643671,-767.5499773025513,-1360.9499597549438,255.0,0.0008339018197687599
88,2026-06-25T16:43:07.357687,30.0,30.07,-642.1418877493124,143.4349414371536,-722.3999786376953,-1354.4999599456787,255.0,0.0008339069470845157
89,2026-06-25T16:43:08.957784,33.75,33.83,-641.779311466089,148.0224565602839,-703.0499792098999,-1354.4999599456787,255.0,0.0008339369791384683
90,2026-06-25T16:43:10.682150,37.5,37.59,-641.2273766679573,152.31668250751682,-722.3999786376953,-1348.0499601364136,255.0,0.0008339230617107039
91,2026-06-25T16:43:12.266342,41.25,37.59,-641.1199029162526,156.6357100897585,-696.5999794006348,-1348.0499601364136,255.0,0.000833972139990582
92,2026-06-25T16:43:13.820445,45.0,45.11,-640.487658061902,160.84844495053403,-735.2999782562256,-1335.1499605178833,255.0,0.0008337762103800505
93,2026-06-25T16:43:15.434517,48.75,45.11,-640.0817773365998,165.6489391933428,-735.2999782562256,-1335.1499605178833,255.0,0.0008338619010314369
94,2026-06-25T16:43:17.156403,52.5,48.86,-640.0097344920505,171.07341107883258,-709.499979019165,-1328.6999607086182,255.0,0.0008339399091528565
95,2026-06-25T16:43:18.739735,56.25,56.37,-638.8460260303691,175.37275482376572,-683.6999797821045,-1322.249960899353,255.0,0.0008337450856144039
96,2026-06-25T16:43:20.385319,60.0,56.37,-638.7393396321568,179.78626482508844,-683.6999797821045,-1315.799961090088,255.0,0.0008337564368649184
97,2026-06-25T16:43:21.936890,63.75,60.13,-638.3448755324935,184.5261328489869,-651.4499807357788,-1315.799961090088,255.0,0.000833746916450808
98,2026-06-25T16:43:23.678405,67.5,63.89,-637.6189356125542,188.10819756239653,-722.3999786376953,-1309.3499612808228,255.0,0.0008339823955183626
99,2026-06-25T16:43:25.309942,71.25,67.65,-637.6709009430488,193.92516516381875,-632.0999813079834,-1302.8999614715576,255.0,0.0008335547005778774
100,2026-06-25T16:43:26.898110,75.0,71.41,-637.0693628748995,198.39300255611306,-664.3499803543091,-1296.4499616622925,255.0,0.0008336520844145472
101,2026-06-25T16:43:28.763273,78.75,78.92,-636.3461786921835,202.795489608543,-586.9499826431274,-1296.4499616622925,255.0,0.0008336363411437308
102,2026-06-25T16:43:30.488143,82.5,82.67,-636.2095728612621,207.58968502341304,-619.1999816894531,-1289.9999618530273,255.0,0.000833708835881463
103,2026-06-25T16:43:32.265355,86.25,82.67,-635.8611689409008,211.4359068335034,-696.5999794006348,-1283.5499620437622,255.0,0.0008336883316799295
104,2026-06-25T16:43:33.928755,90.0,90.18,-635.2738032356137,216.04940462188097,-599.8499822616577,-1283.5499620437622,255.0,0.0008338238152102835
105,2026-06-25T16:43:35.765396,93.75,90.18,-634.6431330882479,220.37630573904607,-612.749981880188,-1277.099962234497,255.0,0.000833727875948719
106,2026-06-25T16:43:37.535310,97.5,97.7,-634.3529933263198,224.06072640646016,-606.2999820709229,-1277.099962234497,255.0,0.0008338531118413853
107,2026-06-25T16:43:39.368844,101.25,97.7,-634.4073207172914,228.46281978214392,-644.9999809265137,-1264.1999626159668,255.0,0.000833816491213339
108,2026-06-25T16:43:41.129196,105.0,105.2,-634.2754390073242,232.3330558737507,-625.6499814987183,-1264.1999626159668,255.0,0.0008337729147616296
109,2026-06-25T16:43:42.638447,108.75,105.2,-633.4266719425796,236.09936130436836,-690.1499795913696,-1257.7499628067017,255.0,0.0008336641666612308
110,2026-06-25T16:43:44.302693,112.5,112.72,-633.2495174068026,240.10895896411967,-574.0499830245972,-1257.7499628067017,255.0,0.0008338842406397885
111,2026-06-25T16:43:45.950998,116.25,116.48,-633.10070759675,243.5607166745467,-638.5499811172485,-1251.2999629974365,255.0,0.0008338743525425946
112,2026-06-25T16:43:47.646227,120.0,120.23,-633.0700008105487,247.45063660346204,-761.0999774932861,-1244.8499631881714,255.0,0.0008336875993963444
113,2026-06-25T16:43:49.292859,123.75,123.99,-632.8660762560321,250.9468797862064,-599.8499822616577,-1244.8499631881714,255.0,0.0008335887470168032
114,2026-06-25T16:43:50.786387,127.5,123.99,-632.4849971657386,254.17896587227006,-761.0999774932861,-1238.3999633789062,255.0,0.000833661603745786
115,2026-06-25T16:43:52.478892,131.25,127.74,-632.4176784421434,257.14571383141447,-606.2999820709229,-1238.3999633789062,255.0,0.0008336714893202017
116,2026-06-25T16:43:53.965748,135.0,131.49,-632.0720302590053,260.94823752267985,-580.4999828338623,-1238.3999633789062,255.0,0.0008337919562923056
117,2026-06-25T16:43:55.550496,138.75,139.0,-631.9633754770621,264.273624997586,-586.9499826431274,-1231.949963569641,255.0,0.0008335964351148242
118,2026-06-25T16:43:57.119506,142.5,142.76,-631.5433223888976,267.23997927998425,-754.649977684021,-1225.499963760376,255.0,0.0008338033081809539
119,2026-06-25T16:43:58.894312,146.25,142.76,-631.4803341095103,270.29215509304777,-728.8499784469604,-1225.499963760376,255.0,0.0008337575353812345
120,2026-06-25T16:44:00.420065,150.0,146.51,-631.2531826269696,273.86280318081845,-728.8499784469604,-1219.0499639511108,255.0,0.0008336952884060699
121,2026-06-25T16:44:02.125099,146.25,150.27,-631.1890133173438,273.0187602370279,-748.1999778747559,-1219.0499639511108,255.0,0.0008337458179484829
122,2026-06-25T16:44:03.690368,142.5,146.52,-631.3169582598493,271.27004813053645,-748.1999778747559,-1219.0499639511108,255.0,0.0008338146602241547
123,2026-06-25T16:44:05.259631,138.75,142.76,-631.6417415754404,270.0492565406603,-728.8499784469604,-1225.499963760376,255.0,0.0008337531413246544
124,2026-06-25T16:44:07.032788,135.0,135.25,-631.6102474357467,266.8376416453975,-735.2999782562256,-1225.499963760376,255.0,0.0008337154266247673
125,2026-06-25T16:44:08.696232,131.25,135.25,-631.7811031435849,264.95626047544647,-722.3999786376953,-1231.949963569641,255.0,0.000833803674373483
126,2026-06-25T16:44:10.219171,127.5,131.49,-631.9708553352393,262.4949934583856,-754.649977684021,-1231.949963569641,255.0,0.0008336919931075038
127,2026-06-25T16:44:11.676923,123.75,127.74,-632.1066738126683,259.98294214106863,-580.4999828338623,-1238.3999633789062,255.0,0.0008337037097838022
128,2026-06-25T16:44:13.217371,120.0,120.22,-632.2590267134365,257.6102523918962,-606.2999820709229,-1238.3999633789062,255.0,0.0008338091672807259
129,2026-06-25T16:44:14.803109,116.25,120.22,-632.2960323275765,255.14347390038893,-761.0999774932861,-1238.3999633789062,255.0,0.0008338432241133128
130,2026-06-25T16:44:16.277801,112.5,116.47,-632.0259700797033,252.2664842393715,-593.3999824523926,-1244.8499631881714,255.0,0.0008338337027082049
131,2026-06-25T16:44:18.222609,108.75,108.96,-633.0786616989644,249.07888362562517,-638.5499811172485,-1244.8499631881714,255.0,0.0008337908577306383
132,2026-06-25T16:44:20.038925,105.0,108.96,-633.372344551608,246.4180224982556,-599.8499822616577,-1251.2999629974365,255.0,0.0008338677605429383
133,2026-06-25T16:44:21.589489,101.25,105.2,-633.2774684557808,243.1579853632138,-638.5499811172485,-1251.2999629974365,255.0,0.0008338882691574466
134,2026-06-25T16:44:23.331368,97.5,101.44,-633.9384517126018,240.84592183295172,-754.649977684021,-1251.2999629974365,255.0,0.0008339465017228714
135,2026-06-25T16:44:25.029074,93.75,97.69,-633.9199489055318,237.4764425624744,-612.749981880188,-1257.7499628067017,255.0,0.0008340248840484025
136,2026-06-25T16:44:26.628195,90.0,93.93,-634.4333033825387,233.9711448145681,-703.0499792098999,-1257.7499628067017,255.0,0.000833944304193743
137,2026-06-25T16:44:28.226128,86.25,90.18,-634.615969392762,230.87999500363367,-644.9999809265137,-1264.1999626159668,255.0,0.0008340410009536332
138,2026-06-25T16:44:29.997253,82.5,86.42,-634.9564997781999,227.3565881254035,-632.0999813079834,-1270.649962425232,255.0,0.0008338435903233731
139,2026-06-25T16:44:31.719441,78.75,82.67,-634.9974421598017,223.5217829409521,-606.2999820709229,-1277.099962234497,255.0,0.00083401059887004
140,2026-06-25T16:44:33.337300,75.0,78.91,-635.4261561363819,220.0086116581224,-722.3999786376953,-1277.099962234497,255.0,0.0008337454517813634
141,2026-06-25T16:44:34.910596,71.25,75.16,-635.7796778544434,215.76123324368382,-599.8499822616577,-1283.5499620437622,255.0,0.000833945036702809
142,2026-06-25T16:44:36.578070,67.5,71.4,-635.9568323902204,212.22955915378407,-683.6999797821045,-1283.5499620437622,255.0,0.0008339190330249628
143,2026-06-25T16:44:38.230846,63.75,67.64,-636.2410670009558,208.30971979215974,-748.1999778747559,-1283.5499620437622,255.0,0.0008340116977212274
144,2026-06-25T16:44:39.719977,60.0,63.89,-636.7697748710634,204.32453009067103,-664.3499803543091,-1289.9999618530273,255.0,0.0008337461841157641
145,2026-06-25T16:44:41.365198,56.25,60.13,-637.1087305495166,200.10077228100272,-651.4499807357788,-1296.4499616622925,255.0,0.0008338879029277641
146,2026-06-25T16:44:42.824410,52.5,56.37,-637.4382379860617,195.63608430267777,-709.499979019165,-1296.4499616622925,255.0,0.0008338944950866525
147,2026-06-25T16:44:44.974250,48.75,52.62,-637.784279845946,191.25643050152576,-696.5999794006348,-1302.8999614715576,255.0,0.000833824913815374
148,2026-06-25T16:44:46.826352,45.0,45.11,-638.8861810584785,186.31421263009543,-651.4499807357788,-1315.799961090088,255.0,0.0008337546060076083
149,2026-06-25T16:44:48.583306,41.25,45.11,-639.3420587305445,181.5156867710175,-651.4499807357788,-1315.799961090088,255.0,0.0008337758441995831
150,2026-06-25T16:44:50.540263,37.5,41.35,-638.8668908979162,177.19350977480644,-586.9499826431274,-1322.249960899353,255.0,0.0008336484231622448
151,2026-06-25T16:44:52.549246,33.75,37.59,-639.7798272722866,172.17491861461895,-709.499979019165,-1328.6999607086182,255.0,0.0008338406606473964
152,2026-06-25T16:44:54.365834,30.0,30.07,-639.9231256078929,167.04649164224975,-709.499979019165,-1328.6999607086182,255.0,0.0008340347739306018
153,2026-06-25T16:44:56.153883,26.25,26.32,-640.4431725895847,162.0542768240557,-735.2999782562256,-1335.1499605178833,255.0,0.0008340600486068054
154,2026-06-25T16:44:57.795270,22.5,22.56,-640.6270196300466,156.32746119750664,-670.7999801635742,-1348.0499601364136,255.0,0.00083401352914309
155,2026-06-25T16:44:59.536266,18.75,22.56,-641.417916213104,150.65103619446745,-722.3999786376953,-1348.0499601364136,255.0,0.0008340406346568735
156,2026-06-25T16:45:01.213992,15.0,15.04,-642.0745690257172,144.6962817318854,-703.0499792098999,-1354.4999599456787,255.0,0.0008338666618813952
157,2026-06-25T16:45:02.995257,11.25,15.04,-642.8083824805799,138.45256853761384,-625.6499814987183,-1367.399959564209,255.0,0.0008339963139363549
158,2026-06-25T16:45:04.516122,7.5,11.28,-643.1154503425932,132.76000278798165,-709.499979019165,-1373.8499593734741,255.0,0.0008339512630558495
159,2026-06-25T16:45:06.323544,3.75,7.52,-643.7807640436222,126.44936454686103,-690.1499795913696,-1380.2999591827393,255.0,0.0008338461537982963
160,2026-06-25T16:45:08.052552,0.0,3.77,-644.1634178409004,119.45057935343357,-735.2999782562256,-1380.2999591827393,255.0,0.0008340417335476345
161,2026-06-25T16:45:10.019403,3.75,0.0,-644.3976555048721,118.69275161705445,-754.649977684021,-1386.7499589920044,255.0,0.0008339157368420152
162,2026-06-25T16:45:11.776649,7.5,3.77,-643.8980797139811,121.67997076699976,-735.2999782562256,-1380.2999591827393,255.0,0.0008341395406241923
163,2026-06-25T16:45:13.441880,11.25,7.52,-643.8953239767579,124.86914608773077,-735.2999782562256,-1380.2999591827393,255.0,0.0008340010755537308
164,2026-06-25T16:45:15.230998,15.0,15.04,-643.474089858355,128.44924241740955,-748.1999778747559,-1373.8499593734741,255.0,0.0008340237851798415
165,2026-06-25T16:45:16.764241,18.75,15.04,-642.3229790525511,131.55298988422146,-709.499979019165,-1373.8499593734741,255.0,0.0008341278178228295
166,2026-06-25T16:45:18.535580,22.5,22.56,-642.7194115359453,136.15389001672156,-625.6499814987183,-1367.399959564209,255.0,0.0008340633453601688
167,2026-06-25T16:45:20.148368,26.25,26.32,-642.6997276986367,140.6540089022019,-709.499979019165,-1360.9499597549438,255.0,0.0008339974127687212
168,2026-06-25T16:45:21.790800,30.0,30.07,-642.8890862135449,144.37149841629434,-703.0499792098999,-1354.4999599456787,255.0,0.0008340552866527307
169,2026-06-25T16:45:23.295656,33.75,30.07,-641.8667077037389,148.1728410773212,-677.2499799728394,-1354.4999599456787,255.0,0.0008338575064248305
170,2026-06-25T16:45:24.863567,37.5,33.83,-641.6151482629357,152.82019506586948,-722.3999786376953,-1348.0499601364136,255.0,0.0008337289744274046
171,2026-06-25T16:45:26.763047,41.25,41.35,-640.9892022365239,157.58407737128437,-696.5999794006348,-1341.5999603271484,255.0,0.0008338293082502096
172,2026-06-25T16:45:28.534305,45.0,45.11,-640.2483026002301,161.8806653789943,-683.6999797821045,-1335.1499605178833,255.0,0.0008341267188186482
173,2026-06-25T16:45:30.133778,48.75,48.86,-640.167598867265,166.81304133177036,-709.499979019165,-1328.6999607086182,255.0,0.0008337256789956896
174,2026-06-25T16:45:31.669527,52.5,52.62,-639.1853753855685,171.35055950813694,-709.499979019165,-1328.6999607086182,255.0,0.0008338706903141299
175,2026-06-25T16:45:33.395702,56.25,52.62,-639.064516624494,175.70226226031082,-683.6999797821045,-1322.249960899353,255.0,0.0008338677605429383
176,2026-06-25T16:45:35.072951,60.0,56.37,-638.8397272024304,180.3141853417037,-670.7999801635742,-1315.799961090088,255.0,0.0008337571692089681
177,2026-06-25T16:45:36.736813,63.75,60.13,-638.4814813634148,185.44615540478844,-722.3999786376953,-1309.3499612808228,255.0,0.000833642565192006
178,2026-06-25T16:45:38.474762,67.5,67.65,-637.8260095810401,190.06988878856646,-638.5499811172485,-1309.3499612808228,255.0,0.0008337542398366283
179,2026-06-25T16:45:40.374550,71.25,67.65,-637.6653894686024,194.61173740914091,-696.5999794006348,-1302.8999614715576,255.0,0.0008340285469540617
180,2026-06-25T16:45:42.208929,75.0,71.4,-636.7760736990022,199.01146872434765,-651.4499807357788,-1296.4499616622925,255.0,0.0008338637321243582
181,2026-06-25T16:45:44.009354,78.75,75.16,-636.6890711380984,203.32537850888912,-586.9499826431274,-1296.4499616622925,255.0,0.0008337289744274046
182,2026-06-25T16:45:45.880400,82.5,78.92,-636.3883021040238,207.84951167588588,-709.499979019165,-1289.9999618530273,255.0,0.0008336451280489201
